Member_number,Date,productId,items,productName,price,Category,total_payment,Year-Month
4320,2015-04-18,25,1,canned beer,1.1,Beverages,1.1,2015-04
1363,2015-06-16,2,2,whole milk,1.8,Dairy,3.6,2015-06
1761,2015-08-09,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,2015-08
1733,2015-06-23,3,2,pip fruit,3.0,Fresh Food,6.0,2015-06
1994,2015-10-05,25,2,canned beer,1.1,Beverages,2.2,2015-10
4300,2015-04-04,7,1,citrus fruit,1.5,Fresh Food,1.5,2015-04
4298,2015-07-25,11,2,butter,3.2,Dairy,6.4,2015-07
1097,2015-11-01,1,2,tropical fruit,7.8,Fresh Food,15.6,2015-11
3766,2015-05-07,7,3,citrus fruit,1.5,Fresh Food,4.5,2015-05
2348,2015-02-28,7,2,citrus fruit,1.5,Fresh Food,3.0,2015-02
4588,2015-11-08,11,2,butter,3.2,Dairy,6.4,2015-11
3784,2015-06-14,142,3,seasonal products,5.4,Specialty & Seasonal,16.200000000000003,2015-06
2787,2015-03-05,20,3,brown bread,0.8,Bakery & Sweets,2.4000000000000004,2015-03
2056,2015-11-24,44,1,newspapers,3.2,Specialty & Seasonal,3.2,2015-11
3986,2015-07-25,1,3,tropical fruit,7.8,Fresh Food,23.4,2015-07
3861,2015-07-07,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,2015-07
1094,2015-01-07,19,3,sausage,3.1,Fresh Food,9.3,2015-01
4743,2015-01-24,19,3,sausage,3.1,Fresh Food,9.3,2015-01
3543,2015-06-02,2,1,whole milk,1.8,Dairy,1.8,2015-06
4914,2015-03-14,3,3,pip fruit,3.0,Fresh Food,9.0,2015-03
2004,2015-08-21,18,1,yogurt,2.2,Dairy,2.2,2015-08
4171,2015-06-03,18,3,yogurt,2.2,Dairy,6.6000000000000005,2015-06
3041,2015-09-15,19,2,sausage,3.1,Fresh Food,6.2,2015-09
1324,2015-07-10,7,3,citrus fruit,1.5,Fresh Food,4.5,2015-07
1524,2015-08-06,64,1,UHT-milk,2.1,Dairy,2.1,2015-08
4260,2015-05-30,19,3,sausage,3.1,Fresh Food,9.3,2015-05
1494,2015-09-29,2,1,whole milk,1.8,Dairy,1.8,2015-09
2521,2015-03-03,7,1,citrus fruit,1.5,Fresh Food,1.5,2015-03
2225,2015-04-28,23,2,pork,7.2,Fresh Food,14.4,2015-04
3486,2015-12-23,3,2,pip fruit,3.0,Fresh Food,6.0,2015-12
1422,2015-02-28,25,1,canned beer,1.1,Beverages,1.1,2015-02
3082,2015-02-20,25,3,canned beer,1.1,Beverages,3.3000000000000003,2015-02
1114,2015-03-12,52,1,dog food,12.6,Pet Care,12.6,2015-03
4773,2015-10-31,80,1,salty snack,0.5,Snacks,0.5,2015-10
1939,2015-10-30,22,3,root vegetables,1.8,Fresh Food,5.4,2015-10
2723,2015-11-03,57,3,meat,8.5,Fresh Food,25.5,2015-11
1361,2015-09-08,2,3,whole milk,1.8,Dairy,5.4,2015-09
2294,2015-05-10,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,2015-05
3915,2015-03-05,23,1,pork,7.2,Fresh Food,7.2,2015-03
3579,2015-12-30,4,1,other vegetables,0.8,Fresh Food,0.8,2015-12
2051,2015-04-20,2,2,whole milk,1.8,Dairy,3.6,2015-04
2113,2015-09-07,17,1,bottled water,0.5,Beverages,0.5,2015-09
1909,2015-08-31,19,3,sausage,3.1,Fresh Food,9.3,2015-08
2328,2015-02-22,8,2,beef,19.5,Fresh Food,39.0,2015-02
2948,2015-06-19,127,3,organic sausage,8.6,Fresh Food,25.799999999999997,2015-06
3504,2015-05-20,36,1,frozen meals,9.7,Frozen & Processed Food,9.7,2015-05
3069,2015-04-09,123,2,mustard,5.2,Pantry Staples,10.4,2015-04
2142,2015-05-19,18,3,yogurt,2.2,Dairy,6.6000000000000005,2015-05
4411,2015-04-17,57,2,meat,8.5,Fresh Food,17.0,2015-04
1993,2015-07-08,1,2,tropical fruit,7.8,Fresh Food,15.6,2015-07
4579,2015-01-09,3,1,pip fruit,3.0,Fresh Food,3.0,2015-01
1177,2015-10-14,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,2015-10
2499,2015-04-24,22,2,root vegetables,1.8,Fresh Food,3.6,2015-04
4427,2015-01-14,1,2,tropical fruit,7.8,Fresh Food,15.6,2015-01
2883,2015-10-12,74,3,whipped/sour cream,5.5,Dairy,16.5,2015-10
1242,2015-12-04,19,2,sausage,3.1,Fresh Food,6.2,2015-12
3409,2015-12-11,9,2,frankfurter,5.5,Fresh Food,11.0,2015-12
1307,2015-06-22,57,2,meat,8.5,Fresh Food,17.0,2015-06
3507,2015-11-10,2,3,whole milk,1.8,Dairy,5.4,2015-11
2606,2015-01-26,10,3,chicken,7.2,Fresh Food,21.6,2015-01
3048,2015-06-06,119,3,long life bakery product,9.9,Bakery & Sweets,29.700000000000003,2015-06
2007,2015-11-23,60,3,cream cheese,6.3,Dairy,18.9,2015-11
3072,2015-01-26,2,1,whole milk,1.8,Dairy,1.8,2015-01
3354,2015-01-14,7,2,citrus fruit,1.5,Fresh Food,3.0,2015-01
3656,2015-03-11,1,3,tropical fruit,7.8,Fresh Food,23.4,2015-03
4417,2015-05-18,19,2,sausage,3.1,Fresh Food,6.2,2015-05
3296,2015-06-06,2,2,whole milk,1.8,Dairy,3.6,2015-06
1323,2015-04-30,122,1,soups,4.5,Frozen & Processed Food,4.5,2015-04
1754,2015-09-17,7,3,citrus fruit,1.5,Fresh Food,4.5,2015-09
3872,2015-11-03,8,3,beef,19.5,Fresh Food,58.5,2015-11
3691,2015-02-05,25,2,canned beer,1.1,Beverages,2.2,2015-02
1218,2015-12-29,1,3,tropical fruit,7.8,Fresh Food,23.4,2015-12
1381,2015-03-23,49,2,beverages,1.1,Beverages,2.2,2015-03
4550,2015-03-02,25,2,canned beer,1.1,Beverages,2.2,2015-03
1377,2015-02-06,57,1,meat,8.5,Fresh Food,8.5,2015-02
4388,2015-02-19,60,1,cream cheese,6.3,Dairy,6.3,2015-02
2157,2015-07-14,57,1,meat,8.5,Fresh Food,8.5,2015-07
3321,2015-12-25,19,2,sausage,3.1,Fresh Food,6.2,2015-12
3205,2015-12-11,9,3,frankfurter,5.5,Fresh Food,16.5,2015-12
4444,2015-07-22,19,1,sausage,3.1,Fresh Food,3.1,2015-07
2348,2015-11-01,2,3,whole milk,1.8,Dairy,5.4,2015-11
4275,2015-08-18,2,1,whole milk,1.8,Dairy,1.8,2015-08
3664,2015-05-04,75,1,frozen vegetables,2.5,Frozen & Processed Food,2.5,2015-05
1627,2015-02-11,22,2,root vegetables,1.8,Fresh Food,3.6,2015-02
1641,2015-05-27,3,1,pip fruit,3.0,Fresh Food,3.0,2015-05
1461,2015-12-21,17,1,bottled water,0.5,Beverages,0.5,2015-12
4266,2015-06-17,38,2,soda,0.8,Beverages,1.6,2015-06
2754,2015-05-02,107,3,liver loaf,8.5,Fresh Food,25.5,2015-05
3117,2015-09-30,7,1,citrus fruit,1.5,Fresh Food,1.5,2015-09
1654,2015-04-29,77,2,dish cleaner,2.5,Household & Hygiene,5.0,2015-04
1154,2015-05-17,7,1,citrus fruit,1.5,Fresh Food,1.5,2015-05
1333,2015-09-22,29,2,ham,15.2,Fresh Food,30.4,2015-09
2188,2015-07-28,21,3,hamburger meat,12.3,Fresh Food,36.900000000000006,2015-07
4679,2015-05-16,23,3,pork,7.2,Fresh Food,21.6,2015-05
2495,2015-07-28,93,2,nuts/prunes,6.2,Fresh Food,12.4,2015-07
4117,2015-12-10,25,2,canned beer,1.1,Beverages,2.2,2015-12
4035,2015-01-12,19,2,sausage,3.1,Fresh Food,6.2,2015-01
1500,2015-01-06,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,2015-01
4357,2015-04-13,19,1,sausage,3.1,Fresh Food,3.1,2015-04
1199,2015-11-21,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,2015-11
4467,2015-11-22,75,2,frozen vegetables,2.5,Frozen & Processed Food,5.0,2015-11
4220,2015-11-21,3,2,pip fruit,3.0,Fresh Food,6.0,2015-11
4376,2015-07-16,2,3,whole milk,1.8,Dairy,5.4,2015-07
4190,2015-12-24,9,2,frankfurter,5.5,Fresh Food,11.0,2015-12
4501,2015-06-15,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,2015-06
1454,2015-10-22,83,2,white bread,0.3,Bakery & Sweets,0.6,2015-10
3922,2015-04-01,7,1,citrus fruit,1.5,Fresh Food,1.5,2015-04
3586,2015-05-02,2,1,whole milk,1.8,Dairy,1.8,2015-05
2139,2015-04-16,9,2,frankfurter,5.5,Fresh Food,11.0,2015-04
2475,2015-11-10,49,3,beverages,1.1,Beverages,3.3000000000000003,2015-11
3419,2015-12-05,32,1,red/blush wine,12.2,Beverages,12.2,2015-12
2518,2015-07-03,38,3,soda,0.8,Beverages,2.4000000000000004,2015-07
1690,2015-03-03,19,2,sausage,3.1,Fresh Food,6.2,2015-03
1281,2015-06-02,48,3,finished products,6.5,Frozen & Processed Food,19.5,2015-06
2176,2015-02-04,24,1,pastry,3.1,Bakery & Sweets,3.1,2015-02
2787,2015-03-13,53,3,specialty chocolate,18.8,Bakery & Sweets,56.400000000000006,2015-03
3460,2015-02-14,1,3,tropical fruit,7.8,Fresh Food,23.4,2015-02
3224,2015-01-19,50,2,bottled beer,1.8,Beverages,3.6,2015-01
1540,2015-11-26,148,2,skin care,10.3,Personal Care,20.6,2015-11
3942,2015-04-04,54,2,condensed milk,3.5,Dairy,7.0,2015-04
2939,2015-08-03,22,1,root vegetables,1.8,Fresh Food,1.8,2015-08
3807,2015-10-26,3,1,pip fruit,3.0,Fresh Food,3.0,2015-10
3380,2015-05-16,22,2,root vegetables,1.8,Fresh Food,3.6,2015-05
1785,2015-06-07,19,2,sausage,3.1,Fresh Food,6.2,2015-06
2625,2015-03-06,50,1,bottled beer,1.8,Beverages,1.8,2015-03
1828,2015-03-24,20,1,brown bread,0.8,Bakery & Sweets,0.8,2015-03
4225,2015-05-08,59,1,hard cheese,4.5,Dairy,4.5,2015-05
1646,2015-08-28,38,1,soda,0.8,Beverages,0.8,2015-08
1412,2015-11-16,38,2,soda,0.8,Beverages,1.6,2015-11
1892,2015-04-24,2,1,whole milk,1.8,Dairy,1.8,2015-04
2535,2015-11-10,9,2,frankfurter,5.5,Fresh Food,11.0,2015-11
4107,2015-11-15,1,3,tropical fruit,7.8,Fresh Food,23.4,2015-11
1452,2015-03-29,107,3,liver loaf,8.5,Fresh Food,25.5,2015-03
4853,2015-09-17,18,1,yogurt,2.2,Dairy,2.2,2015-09
2196,2015-08-23,38,3,soda,0.8,Beverages,2.4000000000000004,2015-08
1026,2015-05-28,22,3,root vegetables,1.8,Fresh Food,5.4,2015-05
3879,2015-12-03,21,3,hamburger meat,12.3,Fresh Food,36.900000000000006,2015-12
4967,2015-09-23,3,1,pip fruit,3.0,Fresh Food,3.0,2015-09
3408,2015-11-05,50,1,bottled beer,1.8,Beverages,1.8,2015-11
3732,2015-01-26,3,3,pip fruit,3.0,Fresh Food,9.0,2015-01
1040,2015-11-26,1,2,tropical fruit,7.8,Fresh Food,15.6,2015-11
2612,2015-05-31,51,3,dessert,1.15,Bakery & Sweets,3.4499999999999997,2015-05
1137,2015-09-26,2,1,whole milk,1.8,Dairy,1.8,2015-09
4223,2015-06-15,107,1,liver loaf,8.5,Fresh Food,8.5,2015-06
3832,2015-07-17,9,1,frankfurter,5.5,Fresh Food,5.5,2015-07
2179,2015-04-16,51,3,dessert,1.15,Bakery & Sweets,3.4499999999999997,2015-04
2604,2015-02-12,22,2,root vegetables,1.8,Fresh Food,3.6,2015-02
2238,2015-03-20,60,1,cream cheese,6.3,Dairy,6.3,2015-03
2589,2015-02-12,25,1,canned beer,1.1,Beverages,1.1,2015-02
2402,2015-09-06,2,3,whole milk,1.8,Dairy,5.4,2015-09
4130,2015-11-06,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,2015-11
4841,2015-12-17,25,3,canned beer,1.1,Beverages,3.3000000000000003,2015-12
1734,2015-06-08,19,1,sausage,3.1,Fresh Food,3.1,2015-06
3748,2015-03-27,25,2,canned beer,1.1,Beverages,2.2,2015-03
1021,2015-10-22,61,2,liquor,8.5,Beverages,17.0,2015-10
1104,2015-01-04,18,1,yogurt,2.2,Dairy,2.2,2015-01
2613,2015-01-09,122,2,soups,4.5,Frozen & Processed Food,9.0,2015-01
4204,2015-10-16,2,2,whole milk,1.8,Dairy,3.6,2015-10
2022,2015-07-22,19,3,sausage,3.1,Fresh Food,9.3,2015-07
2242,2015-06-05,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,2015-06
4352,2015-07-20,23,1,pork,7.2,Fresh Food,7.2,2015-07
1945,2015-02-05,45,1,curd,9.8,Dairy,9.8,2015-02
1427,2015-11-26,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,2015-11
3709,2015-09-08,9,1,frankfurter,5.5,Fresh Food,5.5,2015-09
1349,2015-04-13,17,2,bottled water,0.5,Beverages,1.0,2015-04
4691,2015-01-08,38,3,soda,0.8,Beverages,2.4000000000000004,2015-01
1465,2015-06-26,57,1,meat,8.5,Fresh Food,8.5,2015-06
2867,2015-07-16,30,3,turkey,12.5,Fresh Food,37.5,2015-07
2381,2015-05-17,27,3,coffee,8.5,Beverages,25.5,2015-05
2471,2015-08-13,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,2015-08
3252,2015-08-22,7,1,citrus fruit,1.5,Fresh Food,1.5,2015-08
4077,2015-03-18,25,2,canned beer,1.1,Beverages,2.2,2015-03
2359,2015-04-21,24,1,pastry,3.1,Bakery & Sweets,3.1,2015-04
4430,2015-12-02,36,2,frozen meals,9.7,Frozen & Processed Food,19.4,2015-12
3456,2015-09-10,74,3,whipped/sour cream,5.5,Dairy,16.5,2015-09
2563,2015-06-03,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,2015-06
2386,2015-10-04,38,3,soda,0.8,Beverages,2.4000000000000004,2015-10
4909,2015-10-26,89,3,spread cheese,2.5,Dairy,7.5,2015-10
1014,2015-10-03,2,2,whole milk,1.8,Dairy,3.6,2015-10
1389,2015-02-18,22,1,root vegetables,1.8,Fresh Food,1.8,2015-02
4800,2015-12-24,9,3,frankfurter,5.5,Fresh Food,16.5,2015-12
1069,2015-08-20,50,2,bottled beer,1.8,Beverages,3.6,2015-08
1833,2015-07-12,38,1,soda,0.8,Beverages,0.8,2015-07
4028,2015-07-08,4,1,other vegetables,0.8,Fresh Food,0.8,2015-07
3919,2015-02-09,45,3,curd,9.8,Dairy,29.400000000000002,2015-02
3086,2015-01-02,3,1,pip fruit,3.0,Fresh Food,3.0,2015-01
2708,2015-02-17,125,3,instant coffee,4.9,Frozen & Processed Food,14.700000000000001,2015-02
3513,2015-08-29,9,1,frankfurter,5.5,Fresh Food,5.5,2015-08
3774,2015-09-16,8,2,beef,19.5,Fresh Food,39.0,2015-09
4827,2015-01-27,45,3,curd,9.8,Dairy,29.400000000000002,2015-01
4213,2015-08-23,21,3,hamburger meat,12.3,Fresh Food,36.900000000000006,2015-08
4536,2015-02-24,7,1,citrus fruit,1.5,Fresh Food,1.5,2015-02
1489,2015-06-23,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,2015-06
2005,2015-09-22,50,3,bottled beer,1.8,Beverages,5.4,2015-09
2429,2015-06-29,23,1,pork,7.2,Fresh Food,7.2,2015-06
2721,2015-08-10,60,2,cream cheese,6.3,Dairy,12.6,2015-08
3909,2015-02-09,1,1,tropical fruit,7.8,Fresh Food,7.8,2015-02
4808,2015-08-20,49,2,beverages,1.1,Beverages,2.2,2015-08
4024,2015-10-16,23,2,pork,7.2,Fresh Food,14.4,2015-10
2855,2015-02-03,19,2,sausage,3.1,Fresh Food,6.2,2015-02
4881,2015-07-28,18,2,yogurt,2.2,Dairy,4.4,2015-07
1214,2015-01-10,57,2,meat,8.5,Fresh Food,17.0,2015-01
1608,2015-11-10,1,1,tropical fruit,7.8,Fresh Food,7.8,2015-11
1724,2015-09-09,21,2,hamburger meat,12.3,Fresh Food,24.6,2015-09
1911,2015-06-02,22,1,root vegetables,1.8,Fresh Food,1.8,2015-06
3881,2015-04-02,10,2,chicken,7.2,Fresh Food,14.4,2015-04
1780,2015-08-27,51,3,dessert,1.15,Bakery & Sweets,3.4499999999999997,2015-08
4675,2015-09-14,27,2,coffee,8.5,Beverages,17.0,2015-09
3497,2015-09-24,3,3,pip fruit,3.0,Fresh Food,9.0,2015-09
1000,2015-03-15,19,2,sausage,3.1,Fresh Food,6.2,2015-03
3955,2015-08-28,19,2,sausage,3.1,Fresh Food,6.2,2015-08
4232,2015-12-19,2,2,whole milk,1.8,Dairy,3.6,2015-12
3472,2015-02-28,7,3,citrus fruit,1.5,Fresh Food,4.5,2015-02
4217,2015-02-05,17,3,bottled water,0.5,Beverages,1.5,2015-02
3778,2015-10-01,24,2,pastry,3.1,Bakery & Sweets,6.2,2015-10
2666,2015-04-06,19,1,sausage,3.1,Fresh Food,3.1,2015-04
3518,2015-05-18,19,2,sausage,3.1,Fresh Food,6.2,2015-05
4525,2015-09-28,2,3,whole milk,1.8,Dairy,5.4,2015-09
2975,2015-01-28,107,2,liver loaf,8.5,Fresh Food,17.0,2015-01
1339,2015-11-28,17,3,bottled water,0.5,Beverages,1.5,2015-11
2001,2015-01-28,8,3,beef,19.5,Fresh Food,58.5,2015-01
2091,2015-10-19,82,3,pet care,5.8,Pet Care,17.4,2015-10
2453,2015-08-28,57,2,meat,8.5,Fresh Food,17.0,2015-08
4681,2015-02-28,102,3,cookware,4.6,Household & Hygiene,13.799999999999999,2015-02
2618,2015-09-14,50,3,bottled beer,1.8,Beverages,5.4,2015-09
3389,2015-01-26,2,2,whole milk,1.8,Dairy,3.6,2015-01
3044,2015-09-29,36,3,frozen meals,9.7,Frozen & Processed Food,29.099999999999998,2015-09
3039,2015-09-02,51,2,dessert,1.15,Bakery & Sweets,2.3,2015-09
4563,2015-05-14,40,3,grapes,9.4,Fresh Food,28.200000000000003,2015-05
2683,2015-08-11,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,2015-08
4063,2015-11-12,19,1,sausage,3.1,Fresh Food,3.1,2015-11
3014,2015-10-19,19,3,sausage,3.1,Fresh Food,9.3,2015-10
4356,2015-12-01,11,1,butter,3.2,Dairy,3.2,2015-12
3050,2015-05-06,10,2,chicken,7.2,Fresh Food,14.4,2015-05
3613,2015-06-05,2,1,whole milk,1.8,Dairy,1.8,2015-06
3152,2015-11-24,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,2015-11
4187,2015-10-28,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,2015-10
2001,2015-03-03,7,2,citrus fruit,1.5,Fresh Food,3.0,2015-03
1584,2015-01-26,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,2015-01
1475,2015-03-28,46,2,pasta,3.1,Pantry Staples,6.2,2015-03
4942,2015-08-06,19,1,sausage,3.1,Fresh Food,3.1,2015-08
2083,2015-11-07,1,1,tropical fruit,7.8,Fresh Food,7.8,2015-11
4685,2015-08-27,115,2,waffles,2.5,Bakery & Sweets,5.0,2015-08
2070,2015-03-24,7,2,citrus fruit,1.5,Fresh Food,3.0,2015-03
2657,2015-04-01,46,3,pasta,3.1,Pantry Staples,9.3,2015-04
4012,2015-04-04,103,1,semi-finished bread,1.1,Frozen & Processed Food,1.1,2015-04
2698,2015-01-24,8,2,beef,19.5,Fresh Food,39.0,2015-01
2222,2015-12-28,2,1,whole milk,1.8,Dairy,1.8,2015-12
2421,2015-10-27,65,2,candy,3.6,Bakery & Sweets,7.2,2015-10
2410,2015-11-21,17,1,bottled water,0.5,Beverages,0.5,2015-11
2728,2015-11-28,2,3,whole milk,1.8,Dairy,5.4,2015-11
4810,2015-03-17,50,1,bottled beer,1.8,Beverages,1.8,2015-03
1391,2015-08-01,18,1,yogurt,2.2,Dairy,2.2,2015-08
2167,2015-12-08,2,1,whole milk,1.8,Dairy,1.8,2015-12
3048,2015-08-20,19,1,sausage,3.1,Fresh Food,3.1,2015-08
3876,2015-10-03,4,1,other vegetables,0.8,Fresh Food,0.8,2015-10
3937,2015-11-19,1,3,tropical fruit,7.8,Fresh Food,23.4,2015-11
1167,2015-02-16,27,2,coffee,8.5,Beverages,17.0,2015-02
4031,2015-01-14,22,1,root vegetables,1.8,Fresh Food,1.8,2015-01
2946,2015-05-24,9,3,frankfurter,5.5,Fresh Food,16.5,2015-05
2672,2015-03-09,29,1,ham,15.2,Fresh Food,15.2,2015-03
3529,2015-03-05,3,1,pip fruit,3.0,Fresh Food,3.0,2015-03
3986,2015-11-18,18,2,yogurt,2.2,Dairy,4.4,2015-11
3312,2015-07-29,57,1,meat,8.5,Fresh Food,8.5,2015-07
2392,2015-12-15,38,3,soda,0.8,Beverages,2.4000000000000004,2015-12
1756,2015-03-03,23,3,pork,7.2,Fresh Food,21.6,2015-03
2875,2015-11-01,2,2,whole milk,1.8,Dairy,3.6,2015-11
3871,2015-07-31,50,1,bottled beer,1.8,Beverages,1.8,2015-07
4512,2015-12-21,17,3,bottled water,0.5,Beverages,1.5,2015-12
2426,2015-08-26,15,1,specialty bar,5.2,Bakery & Sweets,5.2,2015-08
3728,2015-10-04,26,1,berries,10.8,Fresh Food,10.8,2015-10
1093,2015-03-28,51,1,dessert,1.15,Bakery & Sweets,1.15,2015-03
3322,2015-04-25,29,2,ham,15.2,Fresh Food,30.4,2015-04
1386,2015-07-31,23,1,pork,7.2,Fresh Food,7.2,2015-07
3429,2015-05-10,104,3,cat food,11.2,Pet Care,33.599999999999994,2015-05
1932,2015-09-07,2,1,whole milk,1.8,Dairy,1.8,2015-09
1865,2015-12-03,70,3,margarine,3.5,Pantry Staples,10.5,2015-12
4672,2015-02-13,2,1,whole milk,1.8,Dairy,1.8,2015-02
4432,2015-05-28,2,3,whole milk,1.8,Dairy,5.4,2015-05
2129,2015-08-11,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,2015-08
1104,2015-03-18,69,1,domestic eggs,1.25,Fresh Food,1.25,2015-03
3529,2015-09-13,25,1,canned beer,1.1,Beverages,1.1,2015-09
3271,2015-12-27,19,3,sausage,3.1,Fresh Food,9.3,2015-12
1002,2015-08-30,16,2,butter milk,6.1,Dairy,12.2,2015-08
2184,2015-06-09,29,1,ham,15.2,Fresh Food,15.2,2015-06
4648,2015-10-08,2,2,whole milk,1.8,Dairy,3.6,2015-10
3595,2015-10-15,4,1,other vegetables,0.8,Fresh Food,0.8,2015-10
2752,2015-10-10,19,1,sausage,3.1,Fresh Food,3.1,2015-10
4101,2015-04-30,50,1,bottled beer,1.8,Beverages,1.8,2015-04
1793,2015-12-04,28,1,misc. beverages,1.2,Beverages,1.2,2015-12
4224,2015-10-04,20,2,brown bread,0.8,Bakery & Sweets,1.6,2015-10
2846,2015-08-15,74,1,whipped/sour cream,5.5,Dairy,5.5,2015-08
1697,2015-02-23,1,3,tropical fruit,7.8,Fresh Food,23.4,2015-02
3884,2015-04-07,7,3,citrus fruit,1.5,Fresh Food,4.5,2015-04
2669,2015-09-24,3,2,pip fruit,3.0,Fresh Food,6.0,2015-09
4843,2015-02-25,115,1,waffles,2.5,Bakery & Sweets,2.5,2015-02
1663,2015-11-11,1,3,tropical fruit,7.8,Fresh Food,23.4,2015-11
4169,2015-03-19,9,2,frankfurter,5.5,Fresh Food,11.0,2015-03
2799,2015-05-25,19,1,sausage,3.1,Fresh Food,3.1,2015-05
2178,2015-12-20,9,3,frankfurter,5.5,Fresh Food,16.5,2015-12
3312,2015-12-24,45,3,curd,9.8,Dairy,29.400000000000002,2015-12
3609,2015-07-11,57,2,meat,8.5,Fresh Food,17.0,2015-07
1004,2015-12-02,4,1,other vegetables,0.8,Fresh Food,0.8,2015-12
2401,2015-01-15,2,1,whole milk,1.8,Dairy,1.8,2015-01
4165,2015-02-10,69,3,domestic eggs,1.25,Fresh Food,3.75,2015-02
2017,2015-02-14,3,3,pip fruit,3.0,Fresh Food,9.0,2015-02
2485,2015-05-18,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,2015-05
2261,2015-06-18,19,1,sausage,3.1,Fresh Food,3.1,2015-06
1437,2015-08-15,80,2,salty snack,0.5,Snacks,1.0,2015-08
4065,2015-05-11,70,2,margarine,3.5,Pantry Staples,7.0,2015-05
1904,2015-04-18,2,1,whole milk,1.8,Dairy,1.8,2015-04
4573,2015-05-28,9,2,frankfurter,5.5,Fresh Food,11.0,2015-05
4233,2015-06-16,2,3,whole milk,1.8,Dairy,5.4,2015-06
3928,2015-09-26,2,2,whole milk,1.8,Dairy,3.6,2015-09
4916,2015-01-25,20,2,brown bread,0.8,Bakery & Sweets,1.6,2015-01
2883,2015-04-16,73,2,oil,3.4,Pantry Staples,6.8,2015-04
2938,2015-06-25,63,3,liquor (appetizer),11.2,Beverages,33.599999999999994,2015-06
1063,2015-01-23,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,2015-01
3365,2015-06-28,17,3,bottled water,0.5,Beverages,1.5,2015-06
2795,2015-05-06,7,1,citrus fruit,1.5,Fresh Food,1.5,2015-05
1336,2015-04-04,7,1,citrus fruit,1.5,Fresh Food,1.5,2015-04
2937,2015-07-31,2,1,whole milk,1.8,Dairy,1.8,2015-07
3391,2015-12-21,9,2,frankfurter,5.5,Fresh Food,11.0,2015-12
3719,2015-06-04,38,2,soda,0.8,Beverages,1.6,2015-06
3986,2015-05-26,57,1,meat,8.5,Fresh Food,8.5,2015-05
2757,2015-02-15,19,1,sausage,3.1,Fresh Food,3.1,2015-02
1783,2015-07-07,19,2,sausage,3.1,Fresh Food,6.2,2015-07
4234,2015-08-02,14,3,chocolate,11.5,Bakery & Sweets,34.5,2015-08
3484,2015-08-05,25,1,canned beer,1.1,Beverages,1.1,2015-08
3337,2015-01-10,50,3,bottled beer,1.8,Beverages,5.4,2015-01
2472,2015-01-17,107,2,liver loaf,8.5,Fresh Food,17.0,2015-01
1355,2015-02-25,24,1,pastry,3.1,Bakery & Sweets,3.1,2015-02
3072,2015-06-08,8,3,beef,19.5,Fresh Food,58.5,2015-06
1817,2015-08-21,25,3,canned beer,1.1,Beverages,3.3000000000000003,2015-08
2063,2015-09-10,44,3,newspapers,3.2,Specialty & Seasonal,9.600000000000001,2015-09
4216,2015-04-28,19,2,sausage,3.1,Fresh Food,6.2,2015-04
2984,2015-02-24,7,2,citrus fruit,1.5,Fresh Food,3.0,2015-02
3365,2015-10-25,25,3,canned beer,1.1,Beverages,3.3000000000000003,2015-10
2260,2015-06-27,9,3,frankfurter,5.5,Fresh Food,16.5,2015-06
4798,2015-08-24,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,2015-08
4952,2015-10-22,25,3,canned beer,1.1,Beverages,3.3000000000000003,2015-10
4778,2015-01-24,9,3,frankfurter,5.5,Fresh Food,16.5,2015-01
1517,2015-03-01,9,2,frankfurter,5.5,Fresh Food,11.0,2015-03
2433,2015-07-31,38,3,soda,0.8,Beverages,2.4000000000000004,2015-07
3938,2015-07-31,57,3,meat,8.5,Fresh Food,25.5,2015-07
2569,2015-06-30,56,3,white wine,14.2,Beverages,42.599999999999994,2015-06
2092,2015-05-24,19,2,sausage,3.1,Fresh Food,6.2,2015-05
3174,2015-02-09,20,3,brown bread,0.8,Bakery & Sweets,2.4000000000000004,2015-02
4513,2015-11-04,110,2,frozen fruits,2.5,Frozen & Processed Food,5.0,2015-11
2467,2015-02-04,59,2,hard cheese,4.5,Dairy,9.0,2015-02
3508,2015-07-25,51,1,dessert,1.15,Bakery & Sweets,1.15,2015-07
1939,2015-07-02,27,1,coffee,8.5,Beverages,8.5,2015-07
